,destination,Origin,Year,Month,Value,deaths
635,France,Afghanistan,2009,April,46,6381
636,France,Afghanistan,2009,May,54,6381
637,France,Afghanistan,2009,June,56,6381
638,France,Afghanistan,2009,July,80,6381
639,France,Afghanistan,2009,August,43,6381
640,France,Afghanistan,2009,September,74,6381
641,France,Afghanistan,2009,October,128,6381
642,France,Afghanistan,2009,November,54,6381
643,France,Afghanistan,2009,December,73,6381
644,UK,Afghanistan,2009,January,312,6381
645,UK,Afghanistan,2009,February,381,6381
646,UK,Afghanistan,2009,March,411,6381
647,UK,Afghanistan,2009,April,262,6381
648,UK,Afghanistan,2009,May,308,6381
649,UK,Afghanistan,2009,June,287,6381
650,UK,Afghanistan,2009,July,286,6381
651,UK,Afghanistan,2009,August,283,6381
652,UK,Afghanistan,2009,September,279,6381
653,UK,Afghanistan,2009,October,255,6381
654,UK,Afghanistan,2009,November,276,6381
655,UK,Afghanistan,2009,December,193,6381
656,Germany,Afghanistan,2009,January,243,6381
657,Germany,Afghanistan,2009,February,218,6381
658,Germany,Afghanistan,2009,March,174,6381
659,Germany,Afghanistan,2009,April,139,6381
660,Germany,Afghanistan,2009,May,146,6381
661,Germany,Afghanistan,2009,June,202,6381
662,Germany,Afghanistan,2009,July,326,6381
663,Germany,Afghanistan,2009,August,347,6381
664,Germany,Afghanistan,2009,September,430,6381
665,Germany,Afghanistan,2009,October,379,6381
666,Germany,Afghanistan,2009,November,419,6381
667,Germany,Afghanistan,2009,December,352,6381
668,Italy,Afghanistan,2009,January,90,6381
669,Italy,Afghanistan,2009,February,60,6381
670,Italy,Afghanistan,2009,March,55,6381
671,Italy,Afghanistan,2009,April,60,6381
672,Italy,Afghanistan,2009,May,45,6381
673,Italy,Afghanistan,2009,June,35,6381
674,Italy,Afghanistan,2009,July,25,6381
675,Italy,Afghanistan,2009,August,20,6381
676,Italy,Afghanistan,2009,September,50,6381
677,Italy,Afghanistan,2009,October,95,6381
678,Italy,Afghanistan,2009,November,65,6381
679,Italy,Afghanistan,2009,December,20,6381
680,USA,Afghanistan,2009,January,4,6381
681,USA,Afghanistan,2009,February,7,6381
682,USA,Afghanistan,2009,March,3,6381
683,USA,Afghanistan,2009,April,6,6381
684,USA,Afghanistan,2009,May,9,6381
685,USA,Afghanistan,2009,June,8,6381
686,USA,Afghanistan,2009,July,9,6381
687,USA,Afghanistan,2009,August,9,6381
688,USA,Afghanistan,2009,September,8,6381
689,USA,Afghanistan,2009,October,12,6381
690,USA,Afghanistan,2009,November,9,6381
691,USA,Afghanistan,2009,December,10,6381
692,USA,Afghanistan,2009,January,3,6381
693,USA,Afghanistan,2009,February,3,6381
694,USA,Afghanistan,2009,March,3,6381
695,USA,Afghanistan,2009,April,2,6381
696,USA,Afghanistan,2009,May,4,6381
697,USA,Afghanistan,2009,June,7,6381
698,USA,Afghanistan,2009,July,2,6381
699,USA,Afghanistan,2009,September,1,6381
700,USA,Afghanistan,2009,October,3,6381
701,USA,Afghanistan,2009,December,8,6381
702,Canada,Afghanistan,2010,January,46,7342
703,Canada,Afghanistan,2010,February,29,7342
704,Canada,Afghanistan,2010,March,29,7342
705,Canada,Afghanistan,2010,April,19,7342
706,Canada,Afghanistan,2010,May,21,7342
707,Canada,Afghanistan,2010,June,37,7342
708,Canada,Afghanistan,2010,July,31,7342
709,Canada,Afghanistan,2010,August,39,7342
710,Canada,Afghanistan,2010,September,68,7342
711,Canada,Afghanistan,2010,October,26,7342
712,Canada,Afghanistan,2010,November,17,7342
713,Canada,Afghanistan,2010,December,30,7342
714,France,Afghanistan,2010,January,38,7342
715,France,Afghanistan,2010,February,80,7342
716,France,Afghanistan,2010,March,59,7342
717,France,Afghanistan,2010,April,79,7342
718,France,Afghanistan,2010,May,64,7342
719,France,Afghanistan,2010,June,82,7342
720,France,Afghanistan,2010,July,74,7342
721,France,Afghanistan,2010,August,69,7342
722,France,Afghanistan,2010,September,55,7342
723,France,Afghanistan,2010,October,45,7342
724,France,Afghanistan,2010,November,69,7342
725,France,Afghanistan,2010,December,56,7342
726,UK,Afghanistan,2010,January,237,7342
727,UK,Afghanistan,2010,February,163,7342
728,UK,Afghanistan,2010,March,146,7342
729,UK,Afghanistan,2010,April,140,7342
730,UK,Afghanistan,2010,May,156,7342
731,UK,Afghanistan,2010,June,182,7342
732,UK,Afghanistan,2010,July,129,7342
733,UK,Afghanistan,2010,August,103,7342
734,UK,Afghanistan,2010,September,134,7342
735,UK,Afghanistan,2010,October,146,7342
736,UK,Afghanistan,2010,November,154,7342
737,UK,Afghanistan,2010,December,145,7342
738,Germany,Afghanistan,2010,January,490,7342
739,Germany,Afghanistan,2010,February,483,7342
740,Germany,Afghanistan,2010,March,404,7342
741,Germany,Afghanistan,2010,April,379,7342
742,Germany,Afghanistan,2010,May,341,7342
743,Germany,Afghanistan,2010,June,415,7342
744,Germany,Afghanistan,2010,July,567,7342
745,Germany,Afghanistan,2010,August,595,7342
746,Germany,Afghanistan,2010,September,571,7342
747,Germany,Afghanistan,2010,October,567,7342
748,Germany,Afghanistan,2010,November,497,7342
749,Germany,Afghanistan,2010,December,596,7342
750,Italy,Afghanistan,2010,January,67,7342
751,Italy,Afghanistan,2010,February,48,7342
752,Italy,Afghanistan,2010,March,70,7342
753,Italy,Afghanistan,2010,April,60,7342
754,Italy,Afghanistan,2010,May,78,7342
755,Italy,Afghanistan,2010,June,61,7342
756,Italy,Afghanistan,2010,July,65,7342
757,Italy,Afghanistan,2010,August,74,7342
758,Italy,Afghanistan,2010,September,66,7342
759,Italy,Afghanistan,2010,October,73,7342
760,Italy,Afghanistan,2010,November,92,7342
761,Italy,Afghanistan,2010,December,119,7342
762,USA,Afghanistan,2010,January,7,7342
763,USA,Afghanistan,2010,February,8,7342
764,USA,Afghanistan,2010,March,9,7342
765,USA,Afghanistan,2010,April,11,7342
766,USA,Afghanistan,2010,May,12,7342
767,USA,Afghanistan,2010,June,10,7342
768,USA,Afghanistan,2010,July,10,7342
769,USA,Afghanistan,2010,August,9,7342
770,USA,Afghanistan,2010,September,5,7342
771,USA,Afghanistan,2010,October,14,7342
772,USA,Afghanistan,2010,November,7,7342
773,USA,Afghanistan,2010,December,11,7342
774,USA,Afghanistan,2010,January,3,7342
775,USA,Afghanistan,2010,February,1,7342
776,USA,Afghanistan,2010,March,3,7342
777,USA,Afghanistan,2010,April,6,7342
778,USA,Afghanistan,2010,May,8,7342
779,USA,Afghanistan,2010,June,4,7342
780,USA,Afghanistan,2010,July,7,7342
781,USA,Afghanistan,2010,August,2,7342
782,USA,Afghanistan,2010,September,3,7342
783,USA,Afghanistan,2010,October,1,7342
784,USA,Afghanistan,2010,November,3,7342
785,USA,Afghanistan,2010,December,2,7342
786,Canada,Afghanistan,2011,January,38,10023
787,Canada,Afghanistan,2011,February,27,10023
788,Canada,Afghanistan,2011,March,26,10023
789,Canada,Afghanistan,2011,April,24,10023
790,Canada,Afghanistan,2011,May,24,10023
791,Canada,Afghanistan,2011,June,35,10023
792,Canada,Afghanistan,2011,July,31,10023
793,Canada,Afghanistan,2011,August,52,10023
794,Canada,Afghanistan,2011,September,38,10023
795,Canada,Afghanistan,2011,October,40,10023
796,Canada,Afghanistan,2011,November,30,10023
797,Canada,Afghanistan,2011,December,32,10023
798,France,Afghanistan,2011,January,40,10023
799,France,Afghanistan,2011,February,44,10023
800,France,Afghanistan,2011,March,52,10023
801,France,Afghanistan,2011,April,75,10023
802,France,Afghanistan,2011,May,53,10023
803,France,Afghanistan,2011,June,58,10023
804,France,Afghanistan,2011,July,50,10023
805,France,Afghanistan,2011,August,54,10023
806,France,Afghanistan,2011,September,63,10023
807,France,Afghanistan,2011,October,42,10023
808,France,Afghanistan,2011,November,45,10023
809,France,Afghanistan,2011,December,75,10023
810,UK,Afghanistan,2011,January,93,10023
811,UK,Afghanistan,2011,February,155,10023
812,UK,Afghanistan,2011,March,124,10023
813,UK,Afghanistan,2011,April,144,10023
814,UK,Afghanistan,2011,May,139,10023
815,UK,Afghanistan,2011,June,125,10023
816,UK,Afghanistan,2011,July,106,10023
817,UK,Afghanistan,2011,August,124,10023
818,UK,Afghanistan,2011,September,124,10023
819,UK,Afghanistan,2011,October,141,10023
820,UK,Afghanistan,2011,November,122,10023
821,UK,Afghanistan,2011,December,132,10023
822,Germany,Afghanistan,2011,January,679,10023
823,Germany,Afghanistan,2011,February,548,10023
824,Germany,Afghanistan,2011,March,679,10023
825,Germany,Afghanistan,2011,April,558,10023
826,Germany,Afghanistan,2011,May,713,10023
827,Germany,Afghanistan,2011,June,731,10023
828,Germany,Afghanistan,2011,July,713,10023
829,Germany,Afghanistan,2011,August,817,10023
830,Germany,Afghanistan,2011,September,658,10023
831,Germany,Afghanistan,2011,October,579,10023
832,Germany,Afghanistan,2011,November,631,10023
833,Germany,Afghanistan,2011,December,461,10023
834,Italy,Afghanistan,2011,January,152,10023
835,Italy,Afghanistan,2011,February,110,10023
836,Italy,Afghanistan,2011,March,202,10023
837,Italy,Afghanistan,2011,April,104,10023
838,Italy,Afghanistan,2011,May,139,10023
839,Italy,Afghanistan,2011,June,75,10023
840,Italy,Afghanistan,2011,July,92,10023
841,Italy,Afghanistan,2011,August,97,10023
842,Italy,Afghanistan,2011,September,143,10023
843,Italy,Afghanistan,2011,October,81,10023
844,Italy,Afghanistan,2011,November,126,10023
845,Italy,Afghanistan,2011,December,108,10023
846,USA,Afghanistan,2011,January,3,10023
847,USA,Afghanistan,2011,February,7,10023
848,USA,Afghanistan,2011,March,9,10023
849,USA,Afghanistan,2011,April,6,10023
850,USA,Afghanistan,2011,May,17,10023
851,USA,Afghanistan,2011,June,17,10023
852,USA,Afghanistan,2011,July,7,10023
853,USA,Afghanistan,2011,August,19,10023
854,USA,Afghanistan,2011,September,14,10023
855,USA,Afghanistan,2011,October,20,10023
856,USA,Afghanistan,2011,November,17,10023
857,USA,Afghanistan,2011,December,20,10023
858,USA,Afghanistan,2011,February,3,10023
859,USA,Afghanistan,2011,March,8,10023
860,USA,Afghanistan,2011,April,9,10023
861,USA,Afghanistan,2011,May,9,10023
862,USA,Afghanistan,2011,June,8,10023
863,USA,Afghanistan,2011,July,7,10023
864,USA,Afghanistan,2011,August,7,10023
865,USA,Afghanistan,2011,September,4,10023
866,USA,Afghanistan,2011,October,5,10023
867,USA,Afghanistan,2011,November,2,10023
868,USA,Afghanistan,2011,December,1,10023
869,Canada,Afghanistan,2012,January,27,7728
870,Canada,Afghanistan,2012,February,24,7728
871,Canada,Afghanistan,2012,March,20,7728
872,Canada,Afghanistan,2012,April,20,7728
873,Canada,Afghanistan,2012,May,16,7728
874,Canada,Afghanistan,2012,June,25,7728
875,Canada,Afghanistan,2012,July,27,7728
876,Canada,Afghanistan,2012,August,28,7728
877,Canada,Afghanistan,2012,September,47,7728
878,Canada,Afghanistan,2012,October,67,7728
879,Canada,Afghanistan,2012,November,39,7728
880,Canada,Afghanistan,2012,December,22,7728
881,France,Afghanistan,2012,January,45,7728
882,France,Afghanistan,2012,February,57,7728
883,France,Afghanistan,2012,March,33,7728
884,France,Afghanistan,2012,April,31,7728
885,France,Afghanistan,2012,May,34,7728
886,France,Afghanistan,2012,June,43,7728
887,France,Afghanistan,2012,July,63,7728
888,France,Afghanistan,2012,August,42,7728
889,France,Afghanistan,2012,September,21,7728
890,France,Afghanistan,2012,October,60,7728
891,France,Afghanistan,2012,November,38,7728
892,France,Afghanistan,2012,December,55,7728
893,UK,Afghanistan,2012,January,99,7728
894,UK,Afghanistan,2012,February,72,7728
895,UK,Afghanistan,2012,March,77,7728
896,UK,Afghanistan,2012,April,67,7728
897,UK,Afghanistan,2012,May,108,7728
898,UK,Afghanistan,2012,June,94,7728
899,UK,Afghanistan,2012,July,135,7728
900,UK,Afghanistan,2012,August,126,7728
901,UK,Afghanistan,2012,September,126,7728
902,UK,Afghanistan,2012,October,113,7728
903,UK,Afghanistan,2012,November,106,7728
904,UK,Afghanistan,2012,December,111,7728
905,Germany,Afghanistan,2012,January,657,7728
906,Germany,Afghanistan,2012,February,614,7728
907,Germany,Afghanistan,2012,March,679,7728
908,Germany,Afghanistan,2012,April,484,7728
909,Germany,Afghanistan,2012,May,534,7728
910,Germany,Afghanistan,2012,June,638,7728
911,Germany,Afghanistan,2012,July,581,7728
912,Germany,Afghanistan,2012,August,639,7728
913,Germany,Afghanistan,2012,September,597,7728
914,Germany,Afghanistan,2012,October,732,7728
915,Germany,Afghanistan,2012,November,789,7728
916,Germany,Afghanistan,2012,December,554,7728
917,Italy,Afghanistan,2012,January,145,7728
918,Italy,Afghanistan,2012,February,86,7728
919,Italy,Afghanistan,2012,March,150,7728
920,Italy,Afghanistan,2012,April,55,7728
921,Italy,Afghanistan,2012,May,88,7728
922,Italy,Afghanistan,2012,June,55,7728
923,Italy,Afghanistan,2012,July,134,7728
924,Italy,Afghanistan,2012,August,130,7728
925,Italy,Afghanistan,2012,September,139,7728
926,Italy,Afghanistan,2012,October,182,7728
927,Italy,Afghanistan,2012,November,189,7728
928,Italy,Afghanistan,2012,December,142,7728
929,USA,Afghanistan,2012,January,18,7728
930,USA,Afghanistan,2012,February,9,7728
931,USA,Afghanistan,2012,March,10,7728
932,USA,Afghanistan,2012,April,13,7728
933,USA,Afghanistan,2012,May,18,7728
934,USA,Afghanistan,2012,June,14,7728
935,USA,Afghanistan,2012,July,13,7728
936,USA,Afghanistan,2012,August,12,7728
937,USA,Afghanistan,2012,September,18,7728
938,USA,Afghanistan,2012,October,8,7728
939,USA,Afghanistan,2012,November,9,7728
940,USA,Afghanistan,2012,December,18,7728
941,USA,Afghanistan,2012,January,4,7728
942,USA,Afghanistan,2012,February,5,7728
943,USA,Afghanistan,2012,March,4,7728
944,USA,Afghanistan,2012,April,7,7728
945,USA,Afghanistan,2012,May,7,7728
946,USA,Afghanistan,2012,June,1,7728
947,USA,Afghanistan,2012,July,3,7728
948,USA,Afghanistan,2012,September,1,7728
949,USA,Afghanistan,2012,October,5,7728
950,USA,Afghanistan,2012,November,2,7728
951,USA,Afghanistan,2012,December,5,7728
952,Canada,Afghanistan,2013,January,31,8048
953,Canada,Afghanistan,2013,February,26,8048
954,Canada,Afghanistan,2013,March,15,8048
955,Canada,Afghanistan,2013,April,13,8048
956,Canada,Afghanistan,2013,May,35,8048
957,Canada,Afghanistan,2013,June,28,8048
958,Canada,Afghanistan,2013,July,35,8048
959,Canada,Afghanistan,2013,August,38,8048
960,Canada,Afghanistan,2013,September,49,8048
961,Canada,Afghanistan,2013,October,29,8048
962,Canada,Afghanistan,2013,November,46,8048
963,Canada,Afghanistan,2013,December,41,8048
964,France,Afghanistan,2013,January,57,8048
965,France,Afghanistan,2013,February,26,8048
966,France,Afghanistan,2013,March,54,8048
967,France,Afghanistan,2013,April,47,8048
968,France,Afghanistan,2013,May,38,8048
969,France,Afghanistan,2013,June,56,8048
970,France,Afghanistan,2013,July,45,8048
971,France,Afghanistan,2013,August,37,8048
972,France,Afghanistan,2013,September,25,8048
973,France,Afghanistan,2013,October,44,8048
974,France,Afghanistan,2013,November,52,8048
975,France,Afghanistan,2013,December,45,8048
976,UK,Afghanistan,2013,January,111,8048
977,UK,Afghanistan,2013,February,83,8048
978,UK,Afghanistan,2013,March,103,8048
979,UK,Afghanistan,2013,April,122,8048
980,UK,Afghanistan,2013,May,91,8048
981,UK,Afghanistan,2013,June,102,8048
982,UK,Afghanistan,2013,July,145,8048
983,UK,Afghanistan,2013,August,162,8048
984,UK,Afghanistan,2013,September,126,8048
985,UK,Afghanistan,2013,October,149,8048
986,UK,Afghanistan,2013,November,146,8048
987,UK,Afghanistan,2013,December,116,8048
988,Germany,Afghanistan,2013,January,674,8048
989,Germany,Afghanistan,2013,February,499,8048
990,Germany,Afghanistan,2013,March,487,8048
991,Germany,Afghanistan,2013,April,551,8048
992,Germany,Afghanistan,2013,May,542,8048
993,Germany,Afghanistan,2013,June,723,8048
994,Germany,Afghanistan,2013,July,782,8048
995,Germany,Afghanistan,2013,August,604,8048
996,Germany,Afghanistan,2013,September,733,8048
997,Germany,Afghanistan,2013,October,688,8048
998,Germany,Afghanistan,2013,November,811,8048
999,Germany,Afghanistan,2013,December,641,8048
1000,Italy,Afghanistan,2013,January,173,8048
1001,Italy,Afghanistan,2013,February,153,8048
1002,Italy,Afghanistan,2013,March,133,8048
1003,Italy,Afghanistan,2013,April,174,8048
1004,Italy,Afghanistan,2013,May,193,8048
1005,Italy,Afghanistan,2013,June,144,8048
1006,Italy,Afghanistan,2013,July,158,8048
1007,Italy,Afghanistan,2013,August,83,8048
1008,Italy,Afghanistan,2013,September,161,8048
1009,Italy,Afghanistan,2013,October,207,8048
1010,Italy,Afghanistan,2013,November,177,8048
1011,Italy,Afghanistan,2013,December,293,8048
1012,USA,Afghanistan,2013,January,13,8048
1013,USA,Afghanistan,2013,February,17,8048
1014,USA,Afghanistan,2013,March,20,8048
1015,USA,Afghanistan,2013,April,13,8048
1016,USA,Afghanistan,2013,May,10,8048
1017,USA,Afghanistan,2013,June,12,8048
1018,USA,Afghanistan,2013,July,11,8048
1019,USA,Afghanistan,2013,August,23,8048
1020,USA,Afghanistan,2013,September,10,8048
1021,USA,Afghanistan,2013,October,14,8048
1022,USA,Afghanistan,2013,November,13,8048
1023,USA,Afghanistan,2013,December,18,8048
1024,USA,Afghanistan,2013,February,4,8048
1025,USA,Afghanistan,2013,November,4,8048
1026,USA,Afghanistan,2013,December,4,8048
1027,Canada,Afghanistan,2014,January,27,12346
1028,Canada,Afghanistan,2014,February,23,12346
1029,Canada,Afghanistan,2014,March,22,12346
1030,Canada,Afghanistan,2014,April,36,12346
1031,Canada,Afghanistan,2014,May,51,12346
1032,Canada,Afghanistan,2014,June,47,12346
1033,Canada,Afghanistan,2014,July,44,12346
1034,Canada,Afghanistan,2014,August,37,12346
1035,Canada,Afghanistan,2014,September,55,12346
1036,Canada,Afghanistan,2014,October,35,12346
1037,Canada,Afghanistan,2014,November,32,12346
1038,Canada,Afghanistan,2014,December,52,12346
1039,France,Afghanistan,2014,January,63,12346
1040,France,Afghanistan,2014,February,45,12346
1041,France,Afghanistan,2014,March,53,12346
1042,France,Afghanistan,2014,April,59,12346
1043,France,Afghanistan,2014,May,52,12346
1044,France,Afghanistan,2014,June,58,12346
1045,France,Afghanistan,2014,July,48,12346
1046,France,Afghanistan,2014,August,39,12346
1047,France,Afghanistan,2014,September,48,12346
1048,France,Afghanistan,2014,October,50,12346
1049,France,Afghanistan,2014,November,46,12346
1050,France,Afghanistan,2014,December,44,12346
1051,UK,Afghanistan,2014,January,98,12346
1052,UK,Afghanistan,2014,February,146,12346
1053,UK,Afghanistan,2014,March,139,12346
1054,UK,Afghanistan,2014,April,96,12346
1055,UK,Afghanistan,2014,May,93,12346
1056,UK,Afghanistan,2014,June,147,12346
1057,UK,Afghanistan,2014,July,230,12346
1058,UK,Afghanistan,2014,August,241,12346
1059,UK,Afghanistan,2014,September,186,12346
1060,UK,Afghanistan,2014,October,173,12346
1061,UK,Afghanistan,2014,November,101,12346
1062,UK,Afghanistan,2014,December,103,12346
1063,Germany,Afghanistan,2014,January,981,12346
1064,Germany,Afghanistan,2014,February,781,12346
1065,Germany,Afghanistan,2014,March,675,12346
1066,Germany,Afghanistan,2014,April,673,12346
1067,Germany,Afghanistan,2014,May,523,12346
1068,Germany,Afghanistan,2014,June,621,12346
1069,Germany,Afghanistan,2014,July,752,12346
1070,Germany,Afghanistan,2014,August,743,12346
1071,Germany,Afghanistan,2014,September,922,12346
1072,Germany,Afghanistan,2014,October,892,12346
1073,Germany,Afghanistan,2014,November,762,12346
1074,Germany,Afghanistan,2014,December,790,12346
